ex#	token	pos_tag	ner_tag
661	)	PUNCT	O
661	und	CCONJ	O
661	Dobitschen	NOUN	O
661	(	PUNCT	O
661	rechts	ADV	O
661	)	PUNCT	O
661	 	SPACE	O
661	Aufgrund	ADP	O
661	der	DET	O
661	sommerlichen	ADJ	O
661	Witterung	NOUN	O
661	zeigen	VERB	O
661	Erdflöhe	NOUN	U-Erreger
661	wieder	ADV	O
661	bzw	PROPN	O

662	Verbreitet	VERB	O
662	tritt	VERB	O
662	aber	ADV	O
662	Botrytis	PROPN	U-Erreger
662	auf	ADP	O
662	,	PUNCT	O
662	besonders	ADV	O
662	häufig	ADV	O
662	in	ADP	O
662	dichten	ADJ	O
662	Tomatenbeständen	NOUN	U-Kultur
662	.	PUNCT	O
662	Geschädigte	ADJ	O
662	Blätter	NOUN	O
662	aus	ADP	O
662	der	DET	O
662	Zeit	NOUN	O
662	der	DET	O
662	kalten	ADJ	O
662	Aprilnächte	NOUN	O
662	bieten	VERB	O
662	dem	DET	O
662	Pilz	NOUN	U-Erreger
662	eine	DET	O
662	gute	ADJ	O
662	Ausgangsbasis	NOUN	O
662	.	PUNCT	O
662	Ein	DET	O
662	Ausputzen	NOUN	O
662	der	DET	O
662	Be-stände	NOUN	O
662	kann	AUX	O
662	größerem	DET	O
662	Ärger	NOUN	O
662	vorbeugen	VERB	O
662	.	PUNCT	O
662	Auch	ADV	O
662	auf	ADP	O
662	Samtflecken	NOUN	U-Erreger
662	(	PUNCT	O
662	Cladosporium	NOUN	B-Erreger
662	fulvum	PROPN	L-Erreger
662	)	PUNCT	O
662	muss	ADV	O
662	bei	ADP	O
662	den	DET	O
662	Tomaten	NOUN	U-Kultur
662	jetzt	ADV	O
662	geachtet	VERB	O
662	werden	AUX	O
662	.	PUNCT	O
662	Dabei	ADV	O
662	auch	ADV	O
662	die	DET	O
662	Unterseite	NOUN	O
662	der	DET	O
662	Blätter	NOUN	O
662	begutachten	VERB	O
662	.	PUNCT	O
662	Nicht	PART	O
662	immer	ADV	O
662	bilden	VERB	O
662	sich	PRON	O
662	die	DET	O
662	typischen	ADJ	O
662	gelblichen	ADJ	O
662	Flecken	NOUN	O
662	auf	ADP	O
662	der	DET	O
662	Blattoberseite	NOUN	O

664	Allerdings	ADV	O
664	können	AUX	O
664	nur	ADV	O
664	wenige	DET	O
664	überlebende	ADJ	O
664	Thripse	NOUN	U-Erreger
664	eine	DET	O
664	Infektion	NOUN	O
664	wiederaufleben	VERB	O
664	lassen	VERB	O

665	Trockene	NOUN	O
665	und	CCONJ	O
665	warme	ADJ	O
665	Bedingungen	NOUN	O
665	sind	AUX	O
665	für	ADP	O
665	den	DET	O
665	Populationsaufbau	NOUN	O
665	von	ADP	O
665	Spinnmilben	NOUN	U-Erreger
665	förderlich	ADV	O
665	.	PUNCT	O
665	Wenn	SCONJ	O
665	möglich	ADV	O
665	,	PUNCT	O
665	sollte	AUX	O
665	die	DET	O
665	Luftfeuchtigkeit	NOUN	O
665	z.	ADP	O
665	B.	NOUN	O
665	durch	ADP	O
665	gezieltes	ADJ	O
665	,	PUNCT	O
665	regelmäßiges	ADJ	O
665	befeuchten	NOUN	O
665	von	ADP	O
665	Wirtschaftswegen	NOUN	O
665	angehoben	VERB	O
665	werden	AUX	O
665	.	PUNCT	O
665	Bei	ADP	O
665	Befall	NOUN	O
665	durch	ADP	O
665	Spinnmilben	NOUN	U-Erreger
665	ist	AUX	O
665	es	PRON	O
665	besonders	ADV	O
665	wichtig	ADV	O
665	Herdbefall	NOUN	O
665	rechtzeitig	ADV	O
665	zu	PART	O
665	erkennen	VERB	O
665	und	CCONJ	O
665	zu	PART	O
665	kontrollieren	VERB	O
665	,	PUNCT	O
665	da	SCONJ	O
665	ein	DET	O
665	flä-chendeckender	ADJ	O
665	Befall	NOUN	O
665	kaum	ADV	O
665	beherrschbar	ADV	O
665	ist	AUX	O
665	.	PUNCT	O
665	Wie	ADP	O
665	schon	ADV	O
665	bei	ADP	O
665	der	DET	O
665	Bekämpfung	NOUN	O
665	der	DET	O
665	Kohl-mottenschildlaus	NOUN	O
665	im	ADP	O
665	Kohlgemüse	NOUN	U-Kultur
665	beschrieben	VERB	O
665	,	PUNCT	O
665	kann	AUX	O
665	befallsmindernd	ADV	O
665	gegen	ADP	O
665	Blattläuse	NOUN	U-Erreger
665	und	CCONJ	O
665	Spinnmilben	NOUN	U-Erreger
665	Eradicoat	PROPN	U-Mittel
665	eingesetzt	VERB	O
665	werden	AUX	O

666	Übertragung	NOUN	O
666	,	PUNCT	O
666	Persistenz	NOUN	O
666	Das	DET	O
666	Jordan-Virus	NOUN	U-Erreger
666	gehört	VERB	O
666	zur	ADP	O
666	Gruppe	NOUN	O
666	der	DET	O
666	Tobamo-Viren	NOUN	U-Erreger
666	,	PUNCT	O
666	die	PRON	O
666	sich	PRON	O
666	extrem	ADV	O
666	leicht	ADV	O
666	mechanisch	ADV	O
666	über-tragen	VERB	O
666	lassen	VERB	O
666	und	CCONJ	O
666	sich	PRON	O
666	durch	ADP	O
666	eine	DET	O
666	hohe	ADJ	O
666	Persistenz	NOUN	O
666	und	CCONJ	O
666	ein	DET	O
666	hohes	ADJ	O
666	Schadpotenzial	NOUN	O
666	auszeichnen	VERB	O

667	Kohlmottenschildlaus	PROPN	U-Erreger
667	Die	DET	O
667	Weiße	ADJ	B-Erreger
667	Fliege	NOUN	L-Erreger
667	an	ADP	O
667	Kohl	PROPN	U-Kultur
667	gedeiht	VERB	O
667	prächtig	ADV	O
667	und	CCONJ	O
667	ist	AUX	O
667	sehr	ADV	O
667	mobil	ADV	O
667	.	PUNCT	O
667	Neue	ADJ	O
667	Pflanzungen	NOUN	O
667	müssen	AUX	O
667	re-gelmäßig	ADV	O
667	auf	ADP	O
667	zugeflogene	ADJ	O
667	Tiere	NOUN	O
667	kontrolliert	VERB	O
667	und	CCONJ	O
667	ggf.	ADV	O
667	behandelt	VERB	O
667	werden	AUX	O
667	.	PUNCT	O
667	In	ADP	O
667	dichten	ADJ	O
667	Beständen	NOUN	O
667	verspricht	VERB	O
667	nur	ADV	O
667	Movento	PROPN	B-Mittel
667	OD	NOUN	I-Mittel
667	150	NUM	L-Mittel
667	Erfolg	NOUN	O
667	(	PUNCT	O
667	in	ADP	O
667	Blattkohle	NOUN	U-Kultur
667	3	NUM	O
667	x	X	O
667	,	PUNCT	O
667	sonst	ADV	O
667	max.	PROPN	O
667	2	NUM	O
667	x	X	O
667	;	PUNCT	O
667	nicht	PART	O
667	in	ADP	O
667	Rosenkohl	PROPN	U-Kultur
667	zugelassen	VERB	O
667	)	PUNCT	O
667	.	PUNCT	O
667	Plenum	NOUN	B-Mittel
667	50	NUM	I-Mittel
667	WG	PROPN	L-Mittel
667	,	PUNCT	O
667	Mospilan	PROPN	B-Mittel
667	SG	PROPN	L-Mittel
667	,	PUNCT	O
667	Calypso	PROPN	U-Mittel
667	wirken	VERB	O
667	gut	ADV	O
667	,	PUNCT	O
667	solange	SCONJ	O
667	noch	ADV	O
667	alle	DET	O
667	befal-lenen	ADJ	O
667	Blätter	NOUN	O
667	getroffen	VERB	O
667	werden	AUX	O
667	können	AUX	O
667	.	PUNCT	O
667	Ein	DET	O
667	Zusatz	NOUN	O
667	von	ADP	O
667	Öl	NOUN	O
667	(	PUNCT	O
667	z.	ADP	O
667	B.	NOUN	O
667	Micula	PROPN	U-Mittel
667	)	PUNCT	O
667	oder	CCONJ	O
667	eines	DET	O
667	an-deren	ADJ	O
667	Addtives	NOUN	O
667	zur	ADP	O
667	Belagsverbesserung	NOUN	O
667	empfiehlt	VERB	O
667	sich	PRON	O
667	,	PUNCT	O
667	außer	ADP	O
667	für	ADP	O
667	das	DET	O
667	ohnehin	ADV	O
667	ölig	ADV	O
667	formulierte	ADJ	O
667	Movento	PROPN	B-Mittel
667	OD	NOUN	I-Mittel
667	150	NUM	L-Mittel

668	Die	DET	O
668	Anwendung	NOUN	O
668	von	ADP	O
668	Winner	NOUN	U-Mittel
668	mit	ADP	O
668	handgeführten	ADJ	O
668	,	PUNCT	O
668	nicht	PART	O
668	automatischen	ADJ	O
668	Geräten	NOUN	O
668	ist	AUX	O
668	somit	ADV	O
668	ab	ADP	O
668	sofort	ADV	O
668	zulässig	ADV	O

669	Maiszünsler	PROPN	U-Erreger
669	in	ADP	O
669	Paprika	PROPN	U-Kultur
669	Wo	ADP	O
669	noch	ADV	O
669	nicht	PART	O
669	geschehen	VERB	O
669	,	PUNCT	O
669	müssen	AUX	O
669	jetzt	ADV	O
669	die	DET	O
669	Trichogramma-Schlupfwespen	NOUN	U-Mittel
669	gegen	ADP	O
669	Maiszünsler	NOUN	U-Erreger
669	in	ADP	O
669	Paprika	PROPN	U-Kultur
669	und	CCONJ	O
669	Zuckermais	NOUN	U-Kultur
669	bestellt	VERB	O
669	werden	AUX	O
669	.	PUNCT	O
669	Der	DET	O
669	Einsatz	NOUN	O
669	sollte	AUX	O
669	bis	ADP	O
669	Anfang	NOUN	O
669	September	NOUN	O
669	fortgeführt	VERB	O
669	werden	AUX	O

671	Eine	DET	O
671	Bekämpfung	NOUN	O
671	der	DET	O
671	zugeflogenen	ADJ	O
671	adulten	ADJ	O
671	Tiere	NOUN	O
671	in	ADP	O
671	nicht	PART	O
671	abgedeckten	ADJ	O
671	Beständen	NOUN	O
671	kann	AUX	O
671	mit	ADP	O
671	PSM	PROPN	O
671	ge-gen	ADJ	O
671	beißende	ADJ	B-Erreger
671	Insekten	NOUN	L-Erreger
671	erfolgen	VERB	O

672	Empfehlungen	NOUN	O
672	zur	ADP	O
672	Bekämpfung	NOUN	O
672	von	ADP	O
672	Spargellaubkrankheiten	NOUN	U-Erreger
672	(	PUNCT	O
672	strategischen	ADJ	O
672	Maßnahmen	NOUN	O
672	)	PUNCT	O
672	je	ADV	O
672	nach	ADP	O
672	Befallsdruck	NOUN	O
672	und	CCONJ	O
672	Anbaugebiet	NOUN	O
672	(	PUNCT	O
672	Auswahl	NOUN	O
672	)	PUNCT	O
672	.	PUNCT	O
672	Achten	VERB	O
672	Sie	PRON	O
672	auf	ADP	O
672	die	DET	O
672	betriebsspezifischen	ADJ	O
672	Bedingungen	NOUN	O
672	!	PUNCT	O
672	1.	ADJ	O
672	Behandlung	NOUN	O
672	*	NOUN	O
672	*	NOUN	O
672	3	NUM	O
672	-	NUM	O
672	4	NUM	O
672	Wochen	NOUN	O
672	nach	ADP	O
672	dem	DET	O
672	Stechende	NOUN	O
672	2.	ADJ	O
672	Behandlung	NOUN	O
672	(	PUNCT	O
672	besonders	ADV	O
672	während	ADP	O
672	der	DET	O
672	Blüte	NOUN	U-BBCH_Stadium
672	)	PUNCT	O
672	3.	ADJ	O
672	Behandlung	NOUN	O
672	(	PUNCT	O
672	besonders	ADV	O
672	nach	ADP	O
672	der	DET	O
672	Blüte	NOUN	U-BBCH_Stadium
672	bei	ADP	O
672	voller	ADJ	O
672	Laubentwicklung	NOUN	O
672	)	PUNCT	O
672	4.	ADJ	O
672	Behandlung	NOUN	O
672	:	PUNCT	O
672	nur	ADV	O
672	bei	ADP	O
672	akutem	ADJ	O
672	Befallsdruck	NOUN	O
672	(	PUNCT	O
672	wenn	SCONJ	O
672	möglich	ADV	O
672	bis	ADP	O
672	Ende	NOUN	O
672	der	DET	O
672	1	NUM	O

674	An	ADP	O
674	Kohl	PROPN	U-Kultur
674	gab	VERB	O
674	es	PRON	O
674	in	ADP	O
674	den	DET	O
674	letzten	ADJ	O
674	Wochen	NOUN	O
674	kaum	ADV	O
674	Eiablage	NOUN	O
674	durch	ADP	O
674	Schadfalter	NOUN	U-Erreger
674	.	PUNCT	O
674	Trotzdem	ADV	O
674	sollte	AUX	O
674	weiterhin	ADV	O
674	regelmäßig	ADV	O
674	auf	ADP	O
674	Raupen	NOUN	O
674	kontrolliert	VERB	O
674	werden	AUX	O

675	Vor	ADP	O
675	der	DET	O
675	Applikation	NOUN	O
675	ist	AUX	O
675	zu	PART	O
675	bedenken	VERB	O
675	,	PUNCT	O
675	dass	SCONJ	O
675	die	DET	O
675	zu	PART	O
675	bekämpfenden	ADJ	O
675	Unkräuter	NOUN	U-Erreger
675	noch	ADV	O
675	über	ADP	O
675	ausreichend	ADV	O
675	grüne	NOUN	O
675	,	PUNCT	O
675	stoffwechselaktive	ADJ	O
675	Blattmasse	NOUN	O
675	verfügen	VERB	O
675	müssen	AUX	O
675	und	CCONJ	O
675	diese	PRON	O
675	möglichst	ADV	O
675	trocken	ADV	O
675	sein	AUX	O
675	sollte	AUX	O
675	,	PUNCT	O
675	um	SCONJ	O
675	run-off	ADJ	O
675	Effekte	NOUN	O
675	zu	PART	O
675	vermeiden	VERB	O
675	.	PUNCT	O
675	Zur	ADP	O
675	Antrocknung	NOUN	O
675	des	DET	O
675	Spritzbelages	NOUN	O
675	sollte	AUX	O
675	sichergestellt	VERB	O
675	sein	AUX	O
675	,	PUNCT	O
675	dass	SCONJ	O
675	3	NUM	O
675	-	NUM	O
675	6	NUM	O
675	Stunden	NOUN	O
675	nach	ADP	O
675	Applikation	NOUN	O
675	kein	DET	O
675	Niederschlag	NOUN	O
675	fällt	VERB	O
675	.	PUNCT	O
675	Milde	PROPN	O
675	Temperaturen	NOUN	O
675	,	PUNCT	O
675	bei	ADP	O
675	denen	PRON	O
675	die	DET	O
675	Pflanzen	NOUN	O
675	stoffwechselaktiv	ADV	O
675	sind	AUX	O
675	,	PUNCT	O
675	fördern	VERB	O
675	die	DET	O
675	Aufnahme	NOUN	O
675	und	CCONJ	O
675	Verteilung	NOUN	O
675	des	DET	O
675	Wirkstoffes	NOUN	O
675	in	ADP	O
675	der	DET	O
675	Pflanze	NOUN	O
675	.	PUNCT	O
675	Anwendungen	NOUN	O
675	bei	ADP	O
675	niedrigen	ADJ	O
675	Temperaturen	NOUN	O
675	z.B.	ADV	O
675	vor	ADP	O
675	oder	CCONJ	O
675	nach	ADP	O
675	ersten	ADJ	O
675	Bodenfrösten	NOUN	O
675	sind	AUX	O
675	möglich	ADV	O
675	,	PUNCT	O
675	verlangsamen	VERB	O
675	jedoch	ADV	O
675	die	DET	O
675	herbizide	ADJ	O
675	Wirkung	NOUN	O
675	.	PUNCT	O
675	Bei	ADP	O
675	einer	DET	O
675	Anwendung	NOUN	O
675	sollte	AUX	O
675	unbedingt	ADV	O
675	die	DET	O
675	Abdrift	NOUN	O
675	in	ADP	O
675	Nichtzielkulturen	NOUN	O
675	vermieden	VERB	O
675	werden	AUX	O
675	.	PUNCT	O
675	Die	DET	O
675	Anwendungsbestimmungen	NOUN	O
675	des	DET	O
675	jeweiligen	ADJ	O
675	PSM	NOUN	O
675	sind	AUX	O
675	zu	PART	O
675	beachten	VERB	O

676	Fänge	NOUN	O
676	der	DET	O
676	Pheromonfallen	NOUN	O
676	zur	ADP	O
676	Überwachung	NOUN	O
676	von	ADP	O
676	Schadschmetterlingen	NOUN	O
676	zeigen	VERB	O
676	wieder	ADV	O
676	ein	DET	O
676	Anstieg	NOUN	O
676	der	DET	O
676	Fangzahlen	NOUN	O
676	bei	ADP	O
676	Gammaeule	NOUN	U-Erreger
676	und	CCONJ	O
676	Wintersaateule	NOUN	U-Erreger

677	GH	PROPN	O
677	=	X	O
677	Gewächshaus	NOUN	O
677	FX	PROPN	O
677	=	X	O
677	Freiland	NOUN	O
677	Zulassungserteilung	NOUN	O
677	/	PUNCT	O
677	Zulassungserweiterungen	NOUN	O
677	Für	ADP	O
677	folgende	ADJ	O
677	Pflanzenschutzmittel	NOUN	O
677	(	PUNCT	O
677	PSM	NOUN	O
677	)	PUNCT	O
677	wurde	AUX	O
677	nach	ADP	O
677	Art	NOUN	O
677	.	PUNCT	O
677	29	NUM	O
677	eine	DET	O
677	Zulassung	NOUN	O
677	bzw.	CCONJ	O
677	nach	ADP	O
677	Art	NOUN	O
677	.	NOUN	O
677	51	NUM	O
677	der	DET	O
677	Ver-ordnung	NOUN	O
677	(	PUNCT	O
677	EG	PROPN	O
677	)	PUNCT	O
677	Nr.	NOUN	O
677	1107	NUM	O
677	/	PUNCT	O
677	2009	NUM	O
677	eine	DET	O
677	Zulassungserweiterung	NOUN	O
677	(	PUNCT	O
677	G	NOUN	O
677	)	PUNCT	O
677	erteilt	VERB	O
677	:	PUNCT	O
677	BBCH	PROPN	B-BBCH_Stadium
677	12	NUM	I-BBCH_Stadium
677	-	NUM	I-BBCH_Stadium
677	45	NUM	L-BBCH_Stadium
677	;	PUNCT	O
677	NT108	NOUN	O
677	;	PUNCT	O
677	NW609	NOUN	O
677	-	NUM	O
677	1	NUM	O
677	;	PUNCT	O
677	NW701	PROPN	O
677	;	PUNCT	O
677	SE110	PROPN	O
677	;	PUNCT	O
677	SS110	X	O
677	-	PROPN	O
677	1	NUM	O
677	;	PUNCT	O
677	SS2101	PROPN	O
677	;	PUNCT	O
677	SS610	PROPN	O
677	BBCH	PROPN	O
677	=	X	O
677	Entwicklungsstadium	NOUN	O
677	AWH	PROPN	O
677	=	X	O
677	Anwendungshäufigkeit	NOUN	O
677	AWM	PROPN	O
677	=	X	O
677	Aufwandmenge	PROPN	O
677	mind	PROPN	O

678	Im	ADP	O
678	Freiland	NOUN	O
678	vermehren	VERB	O
678	sich	PRON	O
678	langsam	ADV	O
678	aber	CCONJ	O
678	stetig	ADV	O
678	die	DET	O
678	Bohnenläuse	NOUN	U-Erreger
678	an	ADP	O
678	Mangold	PROPN	U-Kultur
678	und	CCONJ	O
678	Spinat	NOUN	U-Kultur

679	Durch	ADP	O
679	die	DET	O
679	erste	ADJ	O
679	Generation	NOUN	O
679	besonders	ADV	O
679	gefährdet	VERB	O
679	sind	AUX	O
679	in	ADP	O
679	der	DET	O
679	Regel	NOUN	O
679	Pflanzungen	NOUN	O
679	von	ADP	O
679	Ende	NOUN	O
679	April	NOUN	O
679	bis	ADP	O
679	Mai	NOUN	O
679	(	PUNCT	O
679	zur	ADP	O
679	Löwenzahnblüte	NOUN	O
679	)	PUNCT	O
679	,	PUNCT	O
679	die	PRON	O
679	nicht	PART	O
679	durch	ADP	O
679	Vlies	NOUN	O
679	abgedeckt	VERB	O
679	sind	AUX	O
679	,	PUNCT	O
679	da	SCONJ	O
679	hier	ADV	O
679	in	ADP	O
679	großem	ADJ	O
679	Maße	NOUN	O
679	die	DET	O
679	Kohlfliegeneier	NOUN	O
679	der	DET	O
679	ersten	ADJ	O
679	Generation	NOUN	O
679	abgelegt	VERB	O
679	werden	AUX	O
679	.	PUNCT	O
679	Anwendungen	NOUN	O
679	mit	ADP	O
679	SpinTor	NOUN	U-Mittel
679	im	ADP	O
679	Angieß-verfahren	NOUN	O
679	an	ADP	O
679	Jungpflanzen	NOUN	O
679	von	ADP	O
679	Blumenkohlen	NOUN	U-Kultur
679	und	CCONJ	O
679	Kopfkohlen	NOUN	U-Mittel
679	unter	ADP	O
679	Glas	NOUN	O
679	bieten	VERB	O
679	nur	ADV	O
679	vorübergehenden	ADJ	O
679	Schutz	NOUN	O
679	nach	ADP	O
679	der	DET	O
679	Pflanzung	NOUN	O
679	ins	ADP	O
679	Freiland	NOUN	O

680	024346	NUM	O
680	-	PUNCT	O
680	00	NUM	O
680	Contans	PROPN	B-Mittel
680	WG	PROPN	L-Mittel
680	024456	NUM	O
680	-	PUNCT	O
680	00	NUM	O
680	Cueva	PROPN	B-Mittel
680	Wein-Pilzfrei	PROPN	L-Mittel
680	u.	ADP	O
680	a	X	O

681	Auf	ADP	O
681	der	DET	O
681	Blattunterseite	NOUN	O
681	sitzen	VERB	O
681	die	DET	O
681	Spinnmilben	NOUN	U-Erreger
681	zumeist	ADV	O
681	in	ADP	O
681	Kollonien	PROPN	O

682	Blütenendfäule	NOUN	U-Erreger
682	Jetzt	ADV	O
682	besteht	VERB	O
682	wieder	ADV	O
682	Gefahr	NOUN	O
682	von	ADP	O
682	Blütenendfäule	NOUN	U-Erreger
682	an	ADP	O
682	Tomaten	NOUN	U-Kultur
682	und	CCONJ	O
682	Paprika	NOUN	U-Kultur
682	.	PUNCT	O
682	Das	PRON	O
682	ist	AUX	O
682	die	DET	O
682	Folge	NOUN	O
682	eines	DET	O
682	Mangels	NOUN	O
682	an	ADP	O
682	Kalzium	NOUN	O
682	.	PUNCT	O
682	Dieses	DET	O
682	Element	NOUN	O
682	wird	AUX	O
682	von	ADP	O
682	der	DET	O
682	Pflanze	NOUN	O
682	in	ADP	O
682	ausreichender	ADJ	O
682	Menge	NOUN	O
682	aus	ADP	O
682	dem	DET	O
682	Boden	NOUN	O
682	aufgenommen	VERB	O

683	Spinnmilben	NOUN	U-Erreger
683	In	ADP	O
683	vielen	DET	O
683	Gewächshäusern	NOUN	O
683	sind	AUX	O
683	jetzt	ADV	O
683	erste	ADJ	O
683	Nester	NOUN	O
683	von	ADP	O
683	Spinnmilben	NOUN	U-Erreger
683	zu	PART	O
683	finden	VERB	O
683	,	PUNCT	O
683	vor	ADP	O
683	allem	PRON	O
683	an	ADP	O
683	Gurke	NOUN	U-Kultur
683	,	PUNCT	O
683	Stangenbohne	NOUN	U-Kultur
683	und	CCONJ	O
683	Auberginen	NOUN	U-Kultur
683	.	PUNCT	O
683	Vertimec	NOUN	B-Mittel
683	Pro	ADP	L-Mittel
683	ist	AUX	O
683	zwar	ADV	O
683	in	ADP	O
683	diesen	DET	O
683	Kulturen	NOUN	O
683	im	ADP	O
683	Gwh	NOUN	O
683	zu-gelassen	NOUN	O
683	,	PUNCT	O
683	aber	CCONJ	O
683	nur	ADV	O
683	„	PUNCT	O
683	auf	ADP	O
683	vollständig	ADV	O
683	versiegelten	ADJ	O
683	Flächen	NOUN	O
683	“	PUNCT	O
683	.	PUNCT	O
683	Die	DET	O
683	Alternativen	NOUN	O
683	Floramite	NOUN	B-Mittel
683	240	NUM	I-Mittel
683	SC	PROPN	L-Mittel
683	,	PUNCT	O
683	Kanemite	NOUN	B-Mittel
683	SC	PROPN	L-Mittel
683	,	PUNCT	O
683	Neudosan	X	U-Mittel
683	,	PUNCT	O
683	Spruzit	NOUN	U-Mittel
683	und	CCONJ	O
683	Ordoval	NOUN	U-Mittel
683	(	PUNCT	O
683	Aufbrauchen	NOUN	O
683	bis	CCONJ	O
683	30.06.2017	NOUN	O
683	)	PUNCT	O
683	können	AUX	O
683	in	ADP	O
683	Au-Übergebietliche	NOUN	O
683	Pflanzenschutzberatung	NOUN	O
683	beim	ADP	O
683	Landratsamt	NOUN	O
683	Breisgau-Hochschwarzwald	NOUN	O
683	79	NUM	O
683	206	NUM	O
683	Breisach	PROPN	O
683	Europaplatz	NOUN	O
683	3	NUM	O
683	Tel	PROPN	O
683	:	PUNCT	O
683	0761	NUM	O
683	2187	NUM	O
683	5826.	DET	O
683	E-mail	X	O
683	:	PUNCT	O
683	Alfred.Altmann@lkbh.de	ADP	O
683	Angaben	NOUN	O
683	ohne	ADP	O
683	Gewähr	NOUN	O
683	.	PUNCT	O
683	Bei	ADP	O
683	allen	DET	O
683	Maßnahmen	NOUN	O
683	Gebrauchsanleitung	NOUN	O
683	beachten	VERB	O
683	!	PUNCT	O
683	08	NUM	O
683	  	SPACE	O
683	berginen	VERB	O
683	und	CCONJ	O
683	Gurken	NOUN	U-Kultur
683	eingesetzt	VERB	O
683	werden	AUX	O
683	.	PUNCT	O
683	Envidor	PROPN	U-Mittel
683	ist	AUX	O
683	ausschließlich	ADV	O
683	in	ADP	O
683	Gurken	NOUN	U-Kultur
683	zugelassen	VERB	O
683	.	PUNCT	O
683	In	ADP	O
683	Bohne	NOUN	U-Kultur
683	ste-hen	VERB	O
683	nur	ADV	O
683	Micula	PROPN	U-Mittel
683	,	PUNCT	O
683	Neudosan	PROPN	B-Mittel
683	Neu	PROPN	L-Mittel
683	und	CCONJ	O
683	Spruzit	NOUN	B-Mittel
683	Neu	ADV	L-Mittel
683	zur	ADP	O
683	Verfügung	NOUN	O

684	NB6611	PROPN	O
684	Das	DET	O
684	Mittel	NOUN	O
684	wird	AUX	O
684	als	ADP	O
684	bienengefährlich	ADV	O
684	eingestuft	VERB	O
684	(	PUNCT	O
684	B1	PROPN	O
684	)	PUNCT	O
684	.	PUNCT	O
684	Es	PRON	O
684	darf	AUX	O
684	nicht	PART	O
684	auf	ADP	O
684	blühende	ADJ	O
684	oder	CCONJ	O
684	von	ADP	O
684	Bienen	NOUN	O
684	beflogene	ADJ	O
684	Pflanzen	NOUN	O
684	BBCH	PROPN	O
684	=	X	O
684	Entwicklungsstadium	NOUN	O
684	AWH	PROPN	O
684	=	X	O
684	Anwendungshäufigkeit	NOUN	O
684	ausgebracht	VERB	O
684	werden	AUX	O
684	;	PUNCT	O
684	dies	PRON	O
684	gilt	VERB	O
684	auch	ADV	O
684	für	ADP	O
684	Unkräuter	NOUN	U-Erreger
684	.	PUNCT	O
684	Bienenschutzverordnung	NOUN	O
684	vom	ADP	O
684	22.	ADJ	O
684	Juli	NOUN	O
684	1992	NUM	O
684	,	PUNCT	O
684	BGBl	PROPN	O
684	.	PUNCT	O
684	I	PROPN	O
684	S.	NOUN	O
684	1410	NUM	O
684	,	PUNCT	O
684	be-achten	NOUN	O

685	Gemüsefliegen	NOUN	U-Erreger
685	Kohlfliegen	NOUN	U-Erreger
685	–	PUNCT	O
685	Der	DET	O
685	Flug	NOUN	O
685	ist	AUX	O
685	örtlich	ADV	O
685	sehr	ADV	O
685	unterschiedlich	ADV	O
685	und	CCONJ	O
685	nimmt	VERB	O
685	derzeit	ADV	O
685	wieder	ADV	O
685	zu	ADP	O
685	.	PUNCT	O
685	Es	PRON	O
685	ist	AUX	O
685	davon	ADV	O
685	auszugehen	VERB	O
685	,	PUNCT	O
685	dass	SCONJ	O
685	sich	PRON	O
685	die	DET	O
685	Generationen	NOUN	O
685	überschneiden	VERB	O
685	.	PUNCT	O
685	Regelmäßige	ADJ	O
685	Kontrollen	NOUN	O
685	auf	ADP	O
685	Eiablage	NOUN	O
685	bleiben	VERB	O
685	unverzichtbar	ADV	O
685	.	PUNCT	O
685	Um	SCONJ	O
685	den	DET	O
685	Insektizidbelag	NOUN	O
685	möglichst	ADV	O
685	dicht	ADV	O
685	neben	ADP	O
685	die	DET	O
685	Eigelege	NOUN	O
685	zu	PART	O
685	bekommen	VERB	O
685	,	PUNCT	O
685	sind	AUX	O
685	mindestens	ADV	O
685	400	NUM	O
685	-	PUNCT	O
685	800	NUM	O
685	l	X	O
685	Wasser	NOUN	O
685	/	PUNCT	O
685	ha	X	O
685	notwendig	ADV	O
685	und	CCONJ	O
685	der	DET	O
685	Zusatz	NOUN	O
685	von	ADP	O
685	Superspreitern	NOUN	O
685	wird	AUX	O
685	emp-fohlen	VERB	O
685	.	PUNCT	O
685	Weitere	ADJ	O
685	Informationen	NOUN	O
685	zu	ADP	O
685	den	DET	O
685	Maßnahmen	NOUN	O
685	sind	AUX	O
685	im	ADP	O
685	Pflanzenschutz-Warndienst	NOUN	O
685	Gemüse-bau	NOUN	O
685	Nr.	NOUN	O
685	11	NUM	O
685	vom	ADP	O
685	19.	ADJ	O
685	April	NOUN	O
685	2020	NUM	O
685	und	CCONJ	O
685	Nr.	NOUN	O
685	12	NUM	O
685	vom	ADP	O
685	23.	ADJ	O
685	April	NOUN	O
685	2020	NUM	O
685	beschrieben	VERB	O

686	Kohl	PROPN	U-Kultur
686	:	PUNCT	O
686	Örtlich	ADV	O
686	sind	AUX	O
686	starke	ADJ	O
686	Schädigungen	NOUN	O
686	durch	ADP	O
686	die	DET	O
686	Kohlmotte	NOUN	U-Erreger
686	(	PUNCT	O
686	Plutella	PROPN	B-Erreger
686	xylostella	PROPN	L-Erreger
686	)	PUNCT	O
686	an	ADP	O
686	Rotkohl	NOUN	U-Kultur
686	beobachtet	VERB	O
686	worden	AUX	O

